rec_id,label,baseline_pred,baseline_prob,baseline_correct,n_shifted_cells,n_shifted_correct,flip_count,flip_rate,conf_drop,mean_shifted_gt_prob,monotonic_axes,n_catastrophic,max_wrong_conf,frac_in_calib_band,flip_rate_sampling_rate,flip_rate_calibration,flip_rate_power_line,conf_drop_sampling_rate,conf_drop_calibration,conf_drop_power_line,category
aaaaaayx_s002_t000,0,0,0.450823,1,12,3,9,0.75,0.3435098333333334,0.20566716666666665,1,7,0.999987,0.3333333333333333,0.5,0.75,1.0,0.2244965,0.25867775000000004,0.5473552500000001,catastrophic_shift
aaaaabdo_s003_t000,1,1,0.99923,1,12,12,0,0.0,0.0001829166666664772,0.9990470833333335,0,0,0.0,0.0,0.0,0.0,0.0,0.0015625000000000222,-0.000268000000000046,-0.0007457499999999895,robust_correct
aaaaabsk_s007_t000,1,1,0.782429,1,12,9,3,0.25,0.0409485833333334,0.7414804166666666,0,1,0.911429,0.25,0.25,0.5,0.0,0.08474275000000009,0.2509212500000001,-0.21281825,catastrophic_shift
aaaaabuv_s002_t000,1,1,0.926241,1,12,10,2,0.16666666666666666,0.06483874999999983,0.8614022500000001,0,0,0.762289,0.08333333333333333,0.5,0.0,0.0,0.28547674999999995,-0.017835500000000004,-0.073125,axis_specific
aaaaacad_s003_t000,0,1,0.540311,0,12,2,2,0.16666666666666666,0.2319108333333334,0.22777816666666661,1,7,0.993855,0.16666666666666666,0.5,0.0,0.0,-0.04323974999999991,0.30732025,0.43165200000000004,robust_wrong
aaaaacby_s004_t000,0,0,0.403534,1,12,3,9,0.75,0.34165733333333326,0.2548086666666667,1,8,0.999961,0.16666666666666666,0.75,0.5,1.0,0.2278557499999999,0.21775699999999992,0.57935925,catastrophic_shift
aaaaaddm_s006_t000,1,1,0.953972,1,12,12,0,0.0,0.002795083333333337,0.9511769166666667,0,0,0.0,0.0,0.0,0.0,0.0,0.07366050000000002,-0.019722499999999976,-0.04555275000000003,robust_correct
aaaaadeu_s002_t000,1,1,0.910674,1,12,12,0,0.0,-0.02519724999999995,0.9358712499999999,0,0,0.0,0.08333333333333333,0.0,0.0,0.0,0.07658874999999998,-0.0636025,-0.08857800000000005,robust_correct
aaaaadjk_s002_t000,0,0,0.087248,1,12,8,4,0.3333333333333333,0.30194883333333333,0.6108031666666667,1,2,0.999926,0.08333333333333333,0.25,0.0,0.75,0.23152000000000006,0.025808000000000053,0.6485185,catastrophic_shift
aaaaadkb_s002_t000,1,1,0.998146,1,12,12,0,0.0,0.0059514166666666535,0.9921945833333333,0,0,0.0,0.0,0.0,0.0,0.0,0.020341249999999977,-0.0006590000000000762,-0.0018279999999999408,robust_correct
aaaaadsm_s002_t001,0,0,0.102235,1,12,6,6,0.5,0.4682935833333334,0.42947141666666666,1,6,0.999987,0.16666666666666666,0.25,0.25,1.0,0.26580950000000003,0.28890650000000007,0.85016475,catastrophic_shift
aaaaaeab_s003_t000,0,0,0.34794,1,12,5,7,0.5833333333333334,0.32906275,0.32299724999999996,1,6,0.999952,0.25,0.5,0.25,1.0,0.18333075,0.17809450000000004,0.625763,catastrophic_shift
aaaaaejc_s003_t001,0,1,0.925651,0,12,1,1,0.08333333333333333,-0.04462291666666669,0.11897191666666669,0,11,0.999972,0.0,0.25,0.0,0.0,-0.19966450000000002,-0.00763400000000003,0.07342974999999999,robust_wrong
aaaaaezn_s003_t001,1,1,0.692433,1,12,11,1,0.08333333333333333,-0.15416324999999986,0.8465962499999998,0,0,0.751376,0.0,0.25,0.0,0.0,0.00020174999999988952,-0.15931650000000008,-0.30337499999999995,robust_correct
